Species,Class,Sex,Parameter,Mean,SD,Lower,Upper
Genetta tigrina,Mammalia,Male,b0,-7.788247527,2.17313063,-13.11986127,-4.69956023
Genetta tigrina,Mammalia,Male,b1,0.356380329,0.131661106,0.145425395,0.665101405
Cryptoprocta ferox,Mammalia,Female,a0,-2.990338229,0.781229757,-4.554934339,-1.5410181
Cryptoprocta ferox,Mammalia,Female,a1,5.628763185,3.188726002,0.68966402,12.87560795
Cryptoprocta ferox,Mammalia,Female,c,0.02679687,0.006942315,0.013788261,0.041021087
Cryptoprocta ferox,Mammalia,Female,b0,-11.38683947,2.38941468,-16.22929831,-6.796562109
Cryptoprocta ferox,Mammalia,Female,b1,0.572823573,0.137835774,0.306812074,0.841536564
Cryptoprocta ferox,Mammalia,Male,a0,-3.044514389,0.722031211,-4.555108382,-1.712748247
Cryptoprocta ferox,Mammalia,Male,a1,4.899596677,3.075820541,0.91144203,12.30958112
Cryptoprocta ferox,Mammalia,Male,c,0.006700981,0.005148773,0.000267008,0.019397712
Cryptoprocta ferox,Mammalia,Male,b0,-5.69280872,0.587604221,-7.040294463,-4.724980757
Cryptoprocta ferox,Mammalia,Male,b1,0.278941892,0.040863258,0.207104785,0.366170674
Crossarchus obscurus,Mammalia,Female,a0,-2.822261197,0.716882124,-4.341163478,-1.551104045
Crossarchus obscurus,Mammalia,Female,a1,4.013685142,3.063384159,0.123351605,11.36301972
Crossarchus obscurus,Mammalia,Female,c,0.102225561,0.026828978,0.03477692,0.147501081
Crossarchus obscurus,Mammalia,Female,b0,-7.491930519,2.131939757,-12.09719607,-3.944439995
Crossarchus obscurus,Mammalia,Female,b1,0.652974629,0.208829642,0.292348002,1.092511282
Crossarchus obscurus,Mammalia,Male,a0,-2.597885897,0.763420901,-4.205237867,-1.2299296
Crossarchus obscurus,Mammalia,Male,a1,3.6785047,2.843528495,0.216222311,10.90906141
Crossarchus obscurus,Mammalia,Male,c,0.10775621,0.03472854,0.024059479,0.166148072
Crossarchus obscurus,Mammalia,Male,b0,-6.942781434,2.681349535,-13.2907167,-3.057214026
Crossarchus obscurus,Mammalia,Male,b1,0.542424351,0.249384184,0.170103662,1.129342566
Cynictis penicillata,Mammalia,Female,a0,-3.373792211,0.662378853,-4.801739688,-2.170353291
Cynictis penicillata,Mammalia,Female,a1,5.195662241,3.549862887,0.088372257,12.96214109
Cynictis penicillata,Mammalia,Female,c,0.041909763,0.010927018,0.012614241,0.058890752
Cynictis penicillata,Mammalia,Female,b0,-6.119663898,0.802702978,-7.850356885,-4.65530562
Cynictis penicillata,Mammalia,Female,b1,0.380435975,0.063160475,0.259948324,0.511694878
Cynictis penicillata,Mammalia,Male,a0,-3.355127942,0.646509045,-4.720155859,-2.147561233
Cynictis penicillata,Mammalia,Male,a1,4.533701166,3.546541321,0.11210865,12.98809361
Cynictis penicillata,Mammalia,Male,c,0.039620373,0.012712447,0.008024096,0.0600295
Cynictis penicillata,Mammalia,Male,b0,-5.926797312,0.985808234,-7.98269657,-4.172794173
Cynictis penicillata,Mammalia,Male,b1,0.358273308,0.078625828,0.213729215,0.520774887
Helogale parvula,Mammalia,Female,a0,-3.470158654,0.647611109,-4.840868688,-2.273816639
Helogale parvula,Mammalia,Female,a1,5.603799212,3.457287258,0.108847464,13.32990761
Helogale parvula,Mammalia,Female,c,0.044456254,0.014432822,0.0092101,0.067632086
Helogale parvula,Mammalia,Female,b0,-5.052882292,0.830451935,-6.819136762,-3.597331772
Helogale parvula,Mammalia,Female,b1,0.306407206,0.068137945,0.185169725,0.447767848
Helogale parvula,Mammalia,Male,a0,-3.255392761,0.654112735,-4.582589218,-2.083270844
Helogale parvula,Mammalia,Male,a1,6.342788031,3.322746169,0.323707743,13.47787673
Helogale parvula,Mammalia,Male,c,0.050856189,0.009881811,0.027702831,0.066619709
Helogale parvula,Mammalia,Male,b0,-5.924949023,0.806996397,-7.583395621,-4.429555372
Helogale parvula,Mammalia,Male,b1,0.384782944,0.06682335,0.257991477,0.521527524
Eulemur macaco,Mammalia,Female,a0,-3.443173752,0.708666535,-4.850995969,-2.132535957
Eulemur macaco,Mammalia,Female,a1,6.956172301,3.153571088,1.536205382,13.90939066
Eulemur macaco,Mammalia,Female,c,0.0098178,0.007512601,0.000338285,0.027348773
Eulemur macaco,Mammalia,Female,b0,-3.957065401,0.330575086,-4.777238398,-3.480358109
Eulemur macaco,Mammalia,Female,b1,0.106038333,0.016375917,0.078631743,0.142953345
Eulemur macaco,Mammalia,Male,a0,-3.413050379,0.714268902,-4.942425639,-2.144224676
Eulemur macaco,Mammalia,Male,a1,6.312591191,3.23285669,1.195758503,13.2960765
Eulemur macaco,Mammalia,Male,c,0.009801603,0.006817319,0.000442422,0.02511072
Eulemur macaco,Mammalia,Male,b0,-4.35203351,0.411446721,-5.342914827,-3.76135469
Eulemur macaco,Mammalia,Male,b1,0.112075239,0.018841714,0.081377325,0.155238897
Eulemur flavifrons,Mammalia,Female,a0,-2.845671468,0.784269696,-4.411163346,-1.388041404
Eulemur flavifrons,Mammalia,Female,a1,4.934488171,3.251750132,0.467120243,12.49747449
Eulemur flavifrons,Mammalia,Female,c,0.017422932,0.008176646,0.002319281,0.034230759
Eulemur flavifrons,Mammalia,Female,b0,-7.075278067,1.418961665,-10.29021873,-4.718698621
Eulemur flavifrons,Mammalia,Female,b1,0.249669808,0.068110255,0.130385181,0.398398365
Eulemur flavifrons,Mammalia,Male,a0,-2.636127044,0.77622868,-4.226584934,-1.245543062
Eulemur flavifrons,Mammalia,Male,a1,5.185671248,2.96444193,0.805898462,11.80674495
Eulemur flavifrons,Mammalia,Male,c,0.015379896,0.00871247,0.001224252,0.033872936
Eulemur flavifrons,Mammalia,Male,b0,-5.910049821,1.043437084,-8.333045391,-4.324557493
Eulemur flavifrons,Mammalia,Male,b1,0.207570477,0.053746068,0.117813953,0.32968711
Oryx leucoryx,Mammalia,Female,a0,-4.317666138,0.591258478,-5.580369546,-3.276736225
Oryx leucoryx,Mammalia,Female,a1,6.992448818,3.621514398,0.011820455,14.39209402
Oryx leucoryx,Mammalia,Female,c,0.030646323,0.004706489,0.014828365,0.035876239
Oryx leucoryx,Mammalia,Female,b0,-8.613661765,0.661490758,-10.0201777,-7.407146012
Oryx leucoryx,Mammalia,Female,b1,0.528475649,0.046833821,0.442689243,0.627657268
Oryx leucoryx,Mammalia,Male,a0,-3.681082229,0.572429963,-4.980512916,-2.742987068
Oryx leucoryx,Mammalia,Male,a1,2.377230486,2.779193895,0.037335998,9.871150565
Oryx leucoryx,Mammalia,Male,c,0.054630449,0.017486681,0.010140088,0.075602682
Oryx leucoryx,Mammalia,Male,b0,-5.32229904,0.635598386,-6.544812264,-4.030517664
Oryx leucoryx,Mammalia,Male,b1,0.314317007,0.046838287,0.220742391,0.405165503
Hapalemur alaotrensis,Mammalia,Female,a0,-2.696791476,0.780566177,-4.366993144,-1.259521939
Hapalemur alaotrensis,Mammalia,Female,a1,4.924680109,2.9563018,0.540136779,11.72905398
Hapalemur alaotrensis,Mammalia,Female,c,0.053370955,0.026520117,0.004492303,0.101952484
Hapalemur alaotrensis,Mammalia,Female,b0,-5.008816022,1.703391739,-9.312014086,-2.968572549
Hapalemur alaotrensis,Mammalia,Female,b1,0.226133688,0.103093466,0.08395356,0.482342105
Hapalemur alaotrensis,Mammalia,Male,a0,-2.610981847,0.76918553,-4.209255824,-1.241541945
Hapalemur alaotrensis,Mammalia,Male,a1,5.650403298,3.007981547,0.984786721,12.54170144
Hapalemur alaotrensis,Mammalia,Male,c,0.059023352,0.021083453,0.010136008,0.093544695
Hapalemur alaotrensis,Mammalia,Male,b0,-6.656765821,2.503937527,-12.54449754,-3.312896134
Hapalemur alaotrensis,Mammalia,Male,b1,0.308033547,0.145742534,0.10524295,0.640601274
Lemur catta,Mammalia,Female,a0,-3.613347132,0.395771608,-4.48249166,-2.947028471
Lemur catta,Mammalia,Female,a1,3.751519394,1.995579412,1.269233553,8.858004411
Lemur catta,Mammalia,Female,c,0.036805371,0.001915158,0.0327134,0.040303194
Lemur catta,Mammalia,Female,b0,-7.232295721,0.506933249,-8.258253766,-6.275411459
Lemur catta,Mammalia,Female,b1,0.235585827,0.023452901,0.19036381,0.282414669
Lemur catta,Mammalia,Male,a0,-3.743447513,0.386158064,-4.538740726,-3.023221137
Lemur catta,Mammalia,Male,a1,3.152130203,2.295193756,0.464040778,9.080588147
Lemur catta,Mammalia,Male,c,0.033652954,0.003478795,0.025201006,0.038274881
Lemur catta,Mammalia,Male,b0,-6.838181993,0.629399873,-8.067199492,-5.525371378
Lemur catta,Mammalia,Male,b1,0.205811495,0.028452633,0.14655352,0.261190464
Melursus ursinus,Mammalia,Female,a0,-2.698197163,0.78902385,-4.360734412,-1.248461425
Melursus ursinus,Mammalia,Female,a1,4.577761034,3.087544469,0.311784323,11.95951508
Melursus ursinus,Mammalia,Female,c,0.054357542,0.012854766,0.020321976,0.075520543
Melursus ursinus,Mammalia,Female,b0,-8.091163168,2.413683066,-13.5215606,-3.99375741
Melursus ursinus,Mammalia,Female,b1,0.269096623,0.111005468,0.07629137,0.509141002
Melursus ursinus,Mammalia,Male,a0,-2.717693363,0.805952555,-4.372741168,-1.254572841
Melursus ursinus,Mammalia,Male,a1,5.920070075,3.130084288,0.872475568,12.77566159
Melursus ursinus,Mammalia,Male,c,0.063137156,0.019155031,0.011963748,0.089452014
Melursus ursinus,Mammalia,Male,b0,-7.701954455,3.399503162,-15.42078703,-3.143877566
Melursus ursinus,Mammalia,Male,b1,0.242000436,0.155968262,0.041259671,0.596966733
Tremarctos ornatus,Mammalia,Female,a0,-2.895470377,0.737284622,-4.430839267,-1.534197771
Tremarctos ornatus,Mammalia,Female,a1,5.015619353,2.960027041,1.059107578,12.09308155
Tremarctos ornatus,Mammalia,Female,c,0.008557926,0.003456502,0.002211943,0.01577078
Tremarctos ornatus,Mammalia,Female,b0,-8.853849304,1.135102763,-11.25092356,-6.788800609
Tremarctos ornatus,Mammalia,Female,b1,0.307930447,0.048689776,0.216575636,0.410234278
Tremarctos ornatus,Mammalia,Male,a0,-2.916090507,0.718985862,-4.420501771,-1.615492091
Tremarctos ornatus,Mammalia,Male,a1,5.633209255,2.764636766,1.506406648,12.01770977
Tremarctos ornatus,Mammalia,Male,c,0.005369808,0.003054364,0.000476585,0.011933598
Tremarctos ornatus,Mammalia,Male,b0,-7.555399586,0.811975203,-9.304718302,-6.176938365
Tremarctos ornatus,Mammalia,Male,b1,0.259416611,0.036629291,0.194491737,0.337258468
Ursus americanus,Mammalia,Female,a0,-3.666872698,0.680231307,-5.129993901,-2.370451266
Ursus americanus,Mammalia,Female,a1,5.851240368,3.414791365,0.945862907,13.48125335
Ursus americanus,Mammalia,Female,c,0.001970799,0.001592518,6.65E-05,0.006017849
Ursus americanus,Mammalia,Female,b0,-5.780357127,0.282990348,-6.380550389,-5.264005408
Ursus americanus,Mammalia,Female,b1,0.174813743,0.014511585,0.14771139,0.205243864
Ursus americanus,Mammalia,Male,a0,-3.547273214,0.6774778,-4.945801328,-2.275289325
Ursus americanus,Mammalia,Male,a1,5.714138469,3.278630504,0.942538653,13.06483183
Ursus americanus,Mammalia,Male,c,0.003314449,0.002399657,0.000149043,0.009085854
Ursus americanus,Mammalia,Male,b0,-5.555310178,0.312927393,-6.250635784,-5.015679254
Ursus americanus,Mammalia,Male,b1,0.177280785,0.015686914,0.14803907,0.209006699
Ursus arctos,Mammalia,Female,a0,-3.69413583,0.564274733,-4.789448105,-2.529521572
Ursus arctos,Mammalia,Female,a1,2.901808965,3.039735694,0.090460049,10.77100004
Ursus arctos,Mammalia,Female,c,0.010769134,0.004134653,0.00102714,0.016325074
Ursus arctos,Mammalia,Female,b0,-7.986932097,0.704715592,-9.340870557,-6.594775346
Ursus arctos,Mammalia,Female,b1,0.213817907,0.025373748,0.16425803,0.262336956
Ursus arctos,Mammalia,Male,a0,-3.090704811,0.554274529,-4.24740388,-2.087153708
Ursus arctos,Mammalia,Male,a1,4.077297106,2.134319175,0.817085106,9.143667198
Ursus arctos,Mammalia,Male,c,0.008263878,0.003494649,0.00121235,0.014678726
Ursus arctos,Mammalia,Male,b0,-5.721823568,0.476371227,-6.710428361,-4.88128457
Ursus arctos,Mammalia,Male,b1,0.138658836,0.019303178,0.103281498,0.178195649
Potos flavus,Mammalia,Female,a0,-3.32885341,0.639673491,-4.603041697,-2.115969586
Potos flavus,Mammalia,Female,a1,4.060271225,2.945632038,0.480846899,11.59318573
Potos flavus,Mammalia,Female,c,0.007630644,0.004184016,0.000488297,0.015936
Potos flavus,Mammalia,Female,b0,-5.81380826,0.654938274,-7.310251607,-4.754420631
Potos flavus,Mammalia,Female,b1,0.136327393,0.026549432,0.090801767,0.193783131
Potos flavus,Mammalia,Male,a0,-3.130215636,0.682913925,-4.518048636,-1.833839006
Potos flavus,Mammalia,Male,a1,5.163919023,3.626576538,0.459908549,13.42960987
Potos flavus,Mammalia,Male,c,0.020108028,0.005368661,0.006644014,0.029066594
Potos flavus,Mammalia,Male,b0,-8.075102857,1.963625109,-12.78537037,-5.030999462
Potos flavus,Mammalia,Male,b1,0.199756498,0.069838588,0.090039848,0.364261776
Capra nubiana,Mammalia,Female,a0,-2.676942324,0.514015267,-3.793204072,-1.801300805
Capra nubiana,Mammalia,Female,a1,4.339634644,2.524498089,0.419286185,9.751149032
Capra nubiana,Mammalia,Female,c,0.093746352,0.008770948,0.073304342,0.106377066
Capra nubiana,Mammalia,Female,b0,-8.503189646,1.127947816,-10.89279069,-6.423507202
Capra nubiana,Mammalia,Female,b1,0.600839897,0.090386655,0.429389189,0.790474864
Capra nubiana,Mammalia,Male,a0,-2.679482287,0.470424986,-3.764384938,-1.946430611
Capra nubiana,Mammalia,Male,a1,0.954189675,0.951008773,0.141026851,3.161223099
Capra nubiana,Mammalia,Male,c,0.100623482,0.027099482,0.027383216,0.13607566
Capra nubiana,Mammalia,Male,b0,-6.732933561,1.3332717,-9.572236018,-4.437709812
Capra nubiana,Mammalia,Male,b1,0.469987498,0.106851529,0.285558484,0.698449197
Sapajus apella,Mammalia,Female,a0,-3.926816017,0.631260514,-5.203981701,-2.746051796
Sapajus apella,Mammalia,Female,a1,6.52220585,3.229777971,1.336482371,13.61515676
Sapajus apella,Mammalia,Female,c,0.028310081,0.005165874,0.013526906,0.034619407
Sapajus apella,Mammalia,Female,b0,-8.602547186,2.620819021,-14.7919654,-4.523757284
Sapajus apella,Mammalia,Female,b1,0.174439061,0.077915031,0.051371182,0.359686995
Sapajus apella,Mammalia,Male,a0,-3.935439418,0.65544283,-5.310298815,-2.727167682
Sapajus apella,Mammalia,Male,a1,7.247362234,3.506009804,0.182874104,14.58490963
Sapajus apella,Mammalia,Male,c,0.022846351,0.006683328,0.005353981,0.032005228
Sapajus apella,Mammalia,Male,b0,-5.900247702,1.06536407,-8.163443987,-4.093190662
Sapajus apella,Mammalia,Male,b1,0.111419417,0.036137085,0.051410538,0.18809151
Tragelaphus imberbis,Mammalia,Female,a0,-2.227650131,0.635108599,-3.638140464,-1.153587648
Tragelaphus imberbis,Mammalia,Female,a1,5.792932258,2.631129503,1.366454807,11.71304884
Tragelaphus imberbis,Mammalia,Female,c,0.076490192,0.011268667,0.052436392,0.096870222
Tragelaphus imberbis,Mammalia,Female,b0,-6.976359881,1.150260244,-9.453626326,-4.935028412
Tragelaphus imberbis,Mammalia,Female,b1,0.503325426,0.096378632,0.329143724,0.710756959
Tragelaphus imberbis,Mammalia,Male,a0,-1.862265454,0.570270457,-3.217994693,-0.935768667
Tragelaphus imberbis,Mammalia,Male,a1,3.711241719,1.954895587,0.942231532,8.592828825
Tragelaphus imberbis,Mammalia,Male,c,0.08936905,0.028020646,0.025153961,0.135160953
Tragelaphus imberbis,Mammalia,Male,b0,-4.881382442,1.185764445,-7.509204904,-2.977071205
Tragelaphus imberbis,Mammalia,Male,b1,0.354595346,0.106540214,0.17963199,0.589782253
Tragelaphus scriptus,Mammalia,Female,a0,-2.584852204,0.798455413,-4.280166934,-1.138393103
Tragelaphus scriptus,Mammalia,Female,a1,4.952449434,2.954588336,0.391627689,11.76821177
Tragelaphus scriptus,Mammalia,Female,c,0.076313846,0.037999818,0.007185744,0.146535525
Tragelaphus scriptus,Mammalia,Female,b0,-4.392307971,1.382446346,-7.973228279,-2.613180718
Tragelaphus scriptus,Mammalia,Female,b1,0.333721995,0.126273941,0.154008436,0.653198352
Tragelaphus scriptus,Mammalia,Male,a0,-2.68218964,0.763578991,-4.25341024,-1.241944069
Tragelaphus scriptus,Mammalia,Male,a1,4.680145613,3.140310933,0.185483482,11.90016265
Tragelaphus scriptus,Mammalia,Male,c,0.137049021,0.051255193,0.022862529,0.22081223
Tragelaphus scriptus,Mammalia,Male,b0,-5.709565578,2.689447174,-12.42054992,-2.331051256
Tragelaphus scriptus,Mammalia,Male,b1,0.424973561,0.237832859,0.081744227,0.979566389
Panthera tigris,Mammalia,Female,a0,-4.01096809,0.57780629,-5.243085183,-2.961585045
Panthera tigris,Mammalia,Female,a1,7.776986675,3.132889288,2.18315291,14.37295704
Panthera tigris,Mammalia,Female,c,0.016966852,0.002218742,0.012808805,0.020977256
Panthera tigris,Mammalia,Female,b0,-5.983911004,0.222251139,-6.439063215,-5.558107638
Panthera tigris,Mammalia,Female,b1,0.306373559,0.014822489,0.278275395,0.336218343
Panthera tigris,Mammalia,Male,a0,-3.493734857,0.437893776,-4.419724804,-2.704611491
Panthera tigris,Mammalia,Male,a1,4.432752808,2.557391916,0.771197123,10.77531989
Panthera tigris,Mammalia,Male,c,0.012571372,0.002244132,0.007931607,0.016418912
Panthera tigris,Mammalia,Male,b0,-6.372696643,0.222097411,-6.823283821,-5.935589963
Panthera tigris,Mammalia,Male,b1,0.352171537,0.015260489,0.322550012,0.382838458
Odocoileus virginianus,Mammalia,Female,a0,-2.843801552,0.478012216,-3.862947992,-1.954946242
Odocoileus virginianus,Mammalia,Female,a1,4.169831159,3.007587341,0.429243448,11.06107479
Odocoileus virginianus,Mammalia,Female,c,0.057183593,0.011714976,0.021023405,0.071818737
Odocoileus virginianus,Mammalia,Female,b0,-5.5730221,0.750443736,-7.004045905,-3.945779495
Odocoileus virginianus,Mammalia,Female,b1,0.228942748,0.042643315,0.139552096,0.30802946
Odocoileus virginianus,Mammalia,Male,a0,-1.62657081,0.289616788,-2.215836436,-1.085687947
Odocoileus virginianus,Mammalia,Male,a1,3.711262457,1.381340033,1.724385988,7.073060127
Odocoileus virginianus,Mammalia,Male,c,0.061417627,0.020972324,0.009591935,0.090493813
Odocoileus virginianus,Mammalia,Male,b0,-4.534868947,1.054669326,-6.893733423,-2.82506184
Odocoileus virginianus,Mammalia,Male,b1,0.153732614,0.057813503,0.064463656,0.284203454
Crocuta crocuta,Mammalia,Female,a0,-2.933817518,0.632804453,-4.288941962,-1.794123075
Crocuta crocuta,Mammalia,Female,a1,3.693216172,2.462535461,0.758559783,10.22460793
Crocuta crocuta,Mammalia,Female,c,0.011407928,0.005853729,0.001092891,0.023169169
Crocuta crocuta,Mammalia,Female,b0,-6.595549759,1.086921269,-9.126166475,-4.97506522
Crocuta crocuta,Mammalia,Female,b1,0.244286617,0.055730586,0.155249202,0.372681273
Crocuta crocuta,Mammalia,Male,a0,-3.058495893,0.681882494,-4.497049002,-1.868692722
Crocuta crocuta,Mammalia,Male,a1,4.57924414,2.891762753,0.72420757,11.50857743
Crocuta crocuta,Mammalia,Male,c,0.014479872,0.004954675,0.003810081,0.023653067
Crocuta crocuta,Mammalia,Male,b0,-7.754539873,1.334452786,-10.82354768,-5.530208969
Crocuta crocuta,Mammalia,Male,b1,0.287816644,0.06525701,0.175016311,0.433945169
Hyaena hyaena,Mammalia,Female,a0,-2.862996225,0.538922143,-4.050275664,-1.873516807
Hyaena hyaena,Mammalia,Female,a1,2.373746261,2.150937138,0.524642267,8.465202695
Hyaena hyaena,Mammalia,Female,c,0.008224684,0.006154728,0.000286775,0.022454441
Hyaena hyaena,Mammalia,Female,b0,-5.140525245,0.454430281,-6.167707881,-4.363739002
Hyaena hyaena,Mammalia,Female,b1,0.228210503,0.031324948,0.171523132,0.295732999
Hyaena hyaena,Mammalia,Male,a0,-3.246228334,0.714945667,-4.730055708,-1.911178908
Hyaena hyaena,Mammalia,Male,a1,5.979051132,3.090548269,1.090824213,13.02525295
Hyaena hyaena,Mammalia,Male,c,0.008062484,0.006311146,0.000278765,0.023435082
Hyaena hyaena,Mammalia,Male,b0,-4.525046408,0.422365169,-5.52415218,-3.880532571
Hyaena hyaena,Mammalia,Male,b1,0.175112019,0.029019505,0.125091593,0.238431295
Canis lupus,Mammalia,Female,a0,-3.101910782,0.248083882,-3.697929252,-2.701459164
Canis lupus,Mammalia,Female,a1,0.74286099,0.438649997,0.282742522,1.591629177
Canis lupus,Mammalia,Female,c,0.016933327,0.009765252,0.000970582,0.036397644
Canis lupus,Mammalia,Female,b0,-4.47117624,0.289153832,-5.116238903,-3.989566328
Canis lupus,Mammalia,Female,b1,0.264113569,0.021686216,0.226677048,0.311704151
Canis lupus,Mammalia,Male,a0,-3.659287572,0.387040943,-4.59169628,-3.092112259
Canis lupus,Mammalia,Male,a1,1.232976836,1.941081555,0.094932159,7.268308012
Canis lupus,Mammalia,Male,c,0.021098835,0.010862735,0.00103915,0.038150535
Canis lupus,Mammalia,Male,b0,-5.044799876,0.278165548,-5.600784057,-4.529890189
Canis lupus,Mammalia,Male,b1,0.323342593,0.02123672,0.283469267,0.366571059
Mungos mungo,Mammalia,Female,a0,-3.826866812,0.610901995,-5.1011609,-2.699727454
